index,pytorch_step,pytorch_train_loss,pytorch_val_loss,jittor_step,jittor_train_loss,jittor_val_loss
180,181,0.0002041507832473144,,181,0.00020417913037817925,
181,182,0.00015685596736148,,182,0.000156950147356838,
182,183,0.00011362052464392036,,183,0.00011362643272150308,
183,184,0.0001725446491036564,,184,0.0001725013426039368,
184,185,0.00021054399257991463,,185,0.0002106205211021006,
185,186,0.00018108158838003874,,186,0.0001812018163036555,
186,187,0.00018619894399307668,,187,0.00018623254436533898,
187,188,0.00028883348568342626,,188,0.00028897204902023077,
188,189,0.00021449572523124516,,189,0.0002144485042663291,
189,190,0.0002249834651593119,0.00020413374295458198,190,0.0002250751858809963,0.00020404074166435748
190,191,0.00025870060198940337,,191,0.0002585505717433989,
191,192,0.00015726596757303923,,192,0.00015726598212495446,
192,193,0.00021420809207484126,,193,0.00021424645092338324,
193,194,0.0002461220428813249,,194,0.0002464003919158131,
194,195,0.00019740605785045773,,195,0.00019726174650713801,
195,196,0.00021953266696073115,,196,0.00021981570171192288,
196,197,0.00020460055384319276,,197,0.00020466661953832954,
197,198,0.00012058841093676165,,198,0.00012051162775605917,
198,199,0.00025119358906522393,,199,0.0002509244659449905,
199,200,0.00018576842558104545,0.000213541992707178,200,0.0001858498144429177,0.00021356352954171598
