step,total_loss,rec_loss,edge_loss,tavsd_loss,psnr,lr,time_sec
1,0.3132237195968628,0.3046689033508301,0.16769258677959442,0.017018811777234077,9.37021966955059,0.0001,3.040868043899536
10,0.31153404712677,0.3024723529815674,0.17904648184776306,0.010937517508864403,9.468679628116071,0.0001,9.434705018997192
20,0.30794087052345276,0.2989964783191681,0.17667877674102783,0.011044926010072231,9.471386137381135,0.0001,10.213364124298096
30,0.29698866605758667,0.2885071635246277,0.16760602593421936,0.010122029110789299,9.733658542098107,0.0001,10.997291088104248
