step,total_loss,rec_loss,edge_loss,tavsd_loss,psnr,lr,time_sec
1,0.30899569392204285,0.30446651577949524,0.08791808038949966,0.01332884281873703,9.349926009464838,0.0001,0.9759411811828613
10,0.3078075349330902,0.30291226506233215,0.09572333097457886,0.010911213234066963,9.452591994936778,0.0001,1.0388789176940918
20,0.30408552289009094,0.2994724214076996,0.09045512229204178,0.00903443805873394,9.461795230512646,0.0001,1.103968620300293
30,0.3044329881668091,0.2996857166290283,0.09255975484848022,0.01192596834152937,9.29943243655366,0.0001,1.1693224906921387
