seed,pytorch_train_final_loss,jittor_train_final_loss,pytorch_val_final_loss,jittor_val_final_loss,pytorch_loss_drop_ratio,jittor_loss_drop_ratio,pytorch_val_loss_drop_ratio,jittor_val_loss_drop_ratio,val_loss_relative_gap,prediction_relative_l2_diff,status
1234,0.002394642448052764,0.0023698483128100634,0.0005391479935497046,0.0005411556921899319,0.5427106603715365,0.547445475837976,0.8880184403110267,0.8876008197114529,0.0037100203678956532,0.002308113219929688,PASS
2025,0.00018576842558104545,0.0001858498144429177,0.000213541992707178,0.00021356352954171598,0.9566411710225154,0.9566221652233634,0.9533319271686586,0.9533271064535662,0.00010084509552824229,0.0004404154841507399,PASS
42,0.00011204227484995499,0.00011203467147424817,0.0002033345663221553,0.0002033552882494405,0.9865728029394423,0.9865737021433515,0.9735802783488051,0.9735776130791803,0.0001019001151313871,0.0002488762113684496,PASS
