step,train_loss,loss,val_loss,lr,elapsed_sec,samples_per_sec,gpu_memory_used_mb,nan_inf_status
1,0.005236602853983641,0.005236602853983641,0.008901038207113743,0.001,0.0013189315795898438,1516.3788864786695,0.0,PASS
2,0.007571197580546141,0.007571197580546141,,0.001,0.0006737709045410156,2968.3680113234254,0.0,PASS
3,0.012035330757498741,0.012035330757498741,,0.001,0.045055389404296875,44.38980611294556,0.0,PASS
4,0.0074556488543748856,0.0074556488543748856,,0.001,0.0010631084442138672,1881.275622336847,0.0,PASS
5,0.004656850825995207,0.004656850825995207,,0.001,0.0009872913360595703,2025.7445061579328,0.0,PASS
6,0.002512370003387332,0.002512370003387332,,0.001,0.0009653568267822266,2071.7727834033094,0.0,PASS
7,0.004416356328874826,0.004416356328874826,,0.001,0.0009739398956298828,2053.514810281518,0.0,PASS
8,0.013247882947325706,0.013247882947325706,,0.001,0.0009500980377197266,2105.045922208281,0.0,PASS
9,0.0035176819656044245,0.0035176819656044245,,0.001,0.0009582042694091797,2087.2376212988306,0.0,PASS
10,0.002513817511498928,0.002513817511498928,0.0015013363445177674,0.001,0.0009412765502929688,2124.774062816616,0.0,PASS
11,0.0018759176600724459,0.0018759176600724459,,0.001,0.0005195140838623047,3849.7512620468106,0.0,PASS
12,0.001685553346760571,0.001685553346760571,,0.001,0.0009658336639404297,2070.7499382868427,0.0,PASS
13,0.0043165842071175575,0.0043165842071175575,,0.001,0.0009548664093017578,2094.5338327091135,0.0,PASS
14,0.004472830798476934,0.004472830798476934,,0.001,0.0009372234344482422,2133.9628593233274,0.0,PASS
15,0.0025963163934648037,0.0025963163934648037,,0.001,0.0009121894836425781,2192.526921066388,0.0,PASS
16,0.0024168076924979687,0.0024168076924979687,,0.001,0.0009591579437255859,2085.162316679095,0.0,PASS
17,0.0021520487498492002,0.0021520487498492002,,0.001,0.0009248256683349609,2162.5697344676464,0.0,PASS
18,0.0019341224106028676,0.0019341224106028676,,0.001,0.0009095668792724609,2198.84875491481,0.0,PASS
19,0.002076015342026949,0.002076015342026949,,0.001,0.0009577274322509766,2088.2768235001245,0.0,PASS
20,0.001620486844331026,0.001620486844331026,0.0015268288552761078,0.001,0.0009238719940185547,2164.802064516129,0.0,PASS
21,0.0015519724693149328,0.0015519724693149328,,0.001,0.0005347728729248047,3739.905483727151,0.0,PASS
22,0.0017155478708446026,0.0017155478708446026,,0.001,0.0009849071502685547,2030.6482691842168,0.0,PASS
23,0.0015903795138001442,0.0015903795138001442,,0.001,0.0009636878967285156,2075.3607125185554,0.0,PASS
24,0.0017936737276613712,0.0017936737276613712,,0.001,0.0009360313415527344,2136.6805909322466,0.0,PASS
25,0.0011578270932659507,0.0011578270932659507,,0.001,0.0009438991546630859,2118.870421823693,0.0,PASS
26,0.0010422260966151953,0.0010422260966151953,,0.001,0.0009500980377197266,2105.045922208281,0.0,PASS
27,0.001010302803479135,0.001010302803479135,,0.001,0.0009515285491943359,2101.881232773741,0.0,PASS
28,0.0007928707054816186,0.0007928707054816186,,0.001,0.0009400844573974609,2127.468425057063,0.0,PASS
29,0.0006822643335908651,0.0006822643335908651,,0.001,0.000965118408203125,2072.284584980237,0.0,PASS
30,0.0030239031184464693,0.0030239031184464693,0.0015724595868960023,0.001,0.0009388923645019531,2130.169629253428,0.0,PASS
31,0.0020439764484763145,0.0020439764484763145,,0.001,0.000507354736328125,3942.0150375939847,0.0,PASS
32,0.0009712621103972197,0.0009712621103972197,,0.001,0.0009491443634033203,2107.1610148203968,0.0,PASS
33,0.0006481722230091691,0.0006481722230091691,,0.001,0.0009579658508300781,2087.757093081135,0.0,PASS
34,0.0014632580569013953,0.0014632580569013953,,0.001,0.0009496212005615234,2106.1029374843083,0.0,PASS
35,0.000787634402513504,0.000787634402513504,,0.001,0.0009372234344482422,2133.9628593233274,0.0,PASS
36,0.002159498166292906,0.002159498166292906,,0.001,0.0009663105010986328,2069.7281026400196,0.0,PASS
37,0.0022918235044926405,0.0022918235044926405,,0.001,0.0009469985961914062,2111.9355488418933,0.0,PASS
38,0.0024464281741529703,0.0024464281741529703,,0.001,0.0009396076202392578,2128.548084242578,0.0,PASS
39,0.0015309463487938046,0.0015309463487938046,,0.001,0.0009584426879882812,2086.718407960199,0.0,PASS
40,0.0009505427442491055,0.0009505427442491055,0.0006604102673009038,0.001,0.0009319782257080078,2145.9728830903045,0.0,PASS
41,0.0006210986175574362,0.0006210986175574362,,0.001,0.00052642822265625,3799.1884057971015,0.0,PASS
42,0.0008022889378480613,0.0008022889378480613,,0.001,0.0009458065032958984,2114.597428787497,0.0,PASS
43,0.00029532366897910833,0.00029532366897910833,,0.001,0.0009396076202392578,2128.548084242578,0.0,PASS
44,0.0015934150433167815,0.0015934150433167815,,0.001,0.0009710788726806641,2059.564939847778,0.0,PASS
45,0.0018622652860358357,0.0018622652860358357,,0.001,0.0009171962738037109,2180.5583571614243,0.0,PASS
46,0.0005870211753062904,0.0005870211753062904,,0.001,0.0009496212005615234,2106.1029374843083,0.0,PASS
47,0.0011445743730291724,0.0011445743730291724,,0.001,0.0009400844573974609,2127.468425057063,0.0,PASS
48,0.0010233678622171283,0.0010233678622171283,,0.001,0.0009300708770751953,2150.3737503204306,0.0,PASS
49,0.00026901395176537335,0.00026901395176537335,,0.001,0.0009534358978271484,2097.6764191047764,0.0,PASS
