index,pytorch_step,pytorch_train_loss,pytorch_val_loss,jittor_step,jittor_train_loss,jittor_val_loss
114,115,0.00014363680384121835,,115,0.00014362593356054276,
115,116,0.0002894727513194084,,116,0.00028925150400027633,
116,117,0.00019975402392446995,,117,0.00019968619744759053,
117,118,0.00019851926481351256,,118,0.00019847688963636756,
118,119,0.00021258956985548139,,119,0.00021250930149108171,
119,120,0.00022754666861146688,0.00024437991669401526,120,0.0002273844147566706,0.00024426699383184314
120,121,0.00026365078520029783,,121,0.000263519148575142,
121,122,0.00019048916874453425,,122,0.000190440405276604,
122,123,0.00021009030751883984,,123,0.00021002897119615227,
123,124,0.00021989786182530224,,124,0.00021977255528327078,
124,125,0.00012655339378397912,,125,0.00012648309348151088,
125,126,0.00018833587819244713,,126,0.00018825566803570837,
126,127,0.0002028726157732308,,127,0.00020287264487706125,
127,128,0.00014085278962738812,,128,0.0001407944509992376,
128,129,0.0001231902278959751,,129,0.00012317614164203405,
129,130,0.00019790737133007497,0.0002579144493211061,130,0.00019785096810664982,0.0002578164858277887
130,131,0.00024329317966476083,,131,0.00024319684598594904,
131,132,0.00021233339793980122,,132,0.00021229306003078818,
132,133,0.00017641717568039894,,133,0.0001763955078786239,
133,134,0.00017869363364297897,,134,0.00017865888366941363,
134,135,0.00012149185204179958,,135,0.00012147239613113925,
135,136,0.00030410027829930186,,136,0.00030396776855923235,
136,137,0.00022352655651047826,,137,0.00022346714104060084,
137,138,0.0002270638506161049,,138,0.00022705367882736027,
138,139,0.00019497069297358394,,139,0.00019488691759761423,
139,140,0.00019968287961091846,0.00022251688642427325,140,0.000199601796339266,0.00022249863832257688
140,141,0.00012411347415763885,,141,0.00012410532508511096,
141,142,0.00012941205932293087,,142,0.00012935919221490622,
142,143,0.0001105758419726044,,143,0.0001105664559872821,
143,144,0.00017387166735716164,,144,0.00017389998538419604,
144,145,0.0002172934910049662,,145,0.00021732230379711837,
145,146,0.00013143337855581194,,146,0.00013137007772456855,
146,147,0.0001671795907896012,,147,0.0001671823556534946,
147,148,0.00011952905333600938,,148,0.00011947765597142279,
148,149,0.00012246340338606387,,149,0.00012245029211044312,
149,150,0.00021331880998332053,0.00021452797227539122,150,0.00021348052541725338,0.00021460202697198838
150,151,0.00016760503058321774,,151,0.00016760958533268422,
151,152,0.00012133942072978243,,152,0.00012128888920415193,
152,153,0.00016242726997006685,,153,0.00016241557023022324,
153,154,0.00018697862105909735,,154,0.00018689714488573372,
154,155,0.00023170064378064126,,155,0.00023183593293651938,
155,156,0.00017114198999479413,,156,0.00017112554633058608,
156,157,0.00011756581079680473,,157,0.00011756645835703239,
157,158,0.00011454876221250743,,158,0.00011451588216004893,
158,159,0.0003309055173303932,,159,0.00033143715700134635,
159,160,0.0001248970947926864,0.00019633541523944587,160,0.00012488901847973466,0.000196316817891784
160,161,0.00021253450540825725,,161,0.00021251417638268322,
161,162,0.00022716642706654966,,162,0.00022722536232322454,
162,163,0.0001784462365321815,,163,0.00017855789337772876,
163,164,0.00017367851978633553,,164,0.0001737067213980481,
164,165,0.00011175943654961884,,165,0.00011175540566910058,
165,166,0.00012007840268779546,,166,0.00012010693171760067,
166,167,0.00017798335466068238,,167,0.0001780790335033089,
167,168,0.0001811205584090203,,168,0.0001812020200304687,
168,169,0.00011413934407755733,,169,0.0001141550310421735,
169,170,0.00010881380876526237,0.0001955743064172566,170,0.00010881989146582782,0.00019555557810235769
170,171,0.00016864208737388253,,171,0.00016864185454323888,
171,172,0.00011137223918922246,,172,0.00011134762462461367,
172,173,0.00016694734222255647,,173,0.00016699565458111465,
173,174,0.0001667775068199262,,174,0.0001668083423282951,
174,175,0.000164611657964997,,175,0.00016460701590403914,
175,176,0.00011359111522324383,,176,0.00011357590119587258,
176,177,0.00020321154443081468,,177,0.00020325968216639012,
177,178,0.00016003576456569135,,178,0.0001600588293513283,
178,179,0.0001812172558857128,,179,0.00018120156892109662,
179,180,0.0002079280820908025,0.00019573222380131483,180,0.00020792853320017457,0.0001957584754563868
180,181,0.00016710937779862434,,181,0.00016711995704099536,
181,182,0.00020790421694982797,,182,0.0002079207042697817,
182,183,0.0001119601511163637,,183,0.00011196706327609718,
183,184,0.00018123693007510155,,184,0.00018124497728422284,
184,185,0.00015477808483410627,,185,0.00015480659203603864,
185,186,0.00016258584219031036,,186,0.00016259010590147227,
186,187,0.00020410044817253947,,187,0.0002040960971498862,
187,188,0.00014940631808713078,,188,0.00014940487744752318,
188,189,0.00011156579421367496,,189,0.00011160277063027024,
189,190,0.00011189623910468072,0.00020301788754295558,190,0.00011186823394382372,0.000203066534595564
190,191,0.00011798975174315274,,191,0.00011805906251538545,
191,192,0.00016881455667316914,,192,0.00016883986245375127,
192,193,0.00011150757200084627,,193,0.00011151679063914344,
193,194,0.00015105710190255195,,194,0.00015107262879610062,
194,195,0.00014799366181250662,,195,0.00014795771858189255,
195,196,0.00010858823952730745,,196,0.00010858519817702472,
196,197,0.000183631491381675,,197,0.00018368905875831842,
197,198,0.00018479677964933217,,198,0.00018480198923498392,
198,199,0.00015714962501078844,,199,0.00015710458683315665,
199,200,0.00011204227484995499,0.0002033345663221553,200,0.00011203467147424817,0.0002033552882494405
